start_id,type,end_id
C_R2_137A5B5851,BELONGS_TO_MODULE,M_社会学_topics
C_R2_13B22D8F85,BELONGS_TO_MODULE,M_计算机科学与技术_ai-frontier
C_R2_13BE1AED2D,BELONGS_TO_MODULE,M_数学与应用数学_topics
C_R2_153EE61545,BELONGS_TO_MODULE,M_社会学_topics
C_R2_16DFBDB3FF,BELONGS_TO_MODULE,M_金融学_engineering
C_R2_18449A7938,BELONGS_TO_MODULE,M_历史学_seminars
C_R2_18590D9E42,BELONGS_TO_MODULE,M_金融学_engineering
C_R2_18F8EE7DC1,BELONGS_TO_MODULE,M_汉语言文学_ancient-literature
C_R2_1C874913F5,BELONGS_TO_MODULE,M_工商管理_core-management
C_R2_1DF172C967,BELONGS_TO_MODULE,M_应用心理学_domains
C_R2_1E2BF17E81,BELONGS_TO_MODULE,M_工商管理_foundation
C_R2_1E317EE05E,BELONGS_TO_MODULE,M_工商管理_core-management
C_R2_214E8B41F4,BELONGS_TO_MODULE,M_历史学_ancient-china
C_R2_2773EE0818,BELONGS_TO_MODULE,M_哲学_topics
C_R2_2AA5F6C1F9,BELONGS_TO_MODULE,M_英语_language-skills
C_R2_2C6B1E8D8D,BELONGS_TO_MODULE,M_国际政治_regions
C_R2_2C6B1E8D8D,BELONGS_TO_MODULE,M_法学_commercial
C_R2_2D6B1E85CA,BELONGS_TO_MODULE,M_物理学_em-optics-thermal
C_R2_2D74AE614E,BELONGS_TO_MODULE,M_工商管理_entrepreneurship
C_R2_2F6FB9B6F3,BELONGS_TO_MODULE,M_哲学_chinese-philosophy
C_R2_2F90CDF4DB,BELONGS_TO_MODULE,M_历史学_ancient-china
C_R2_2FAFB40432,BELONGS_TO_MODULE,M_化学_advanced-chemistry
C_R2_3101E441F8,BELONGS_TO_MODULE,M_哲学_topics
C_R2_31499BE403,BELONGS_TO_MODULE,M_数学与应用数学_topics
C_R2_31B09BAA83,BELONGS_TO_MODULE,M_应用心理学_domains
C_R2_3243B25FF8,BELONGS_TO_MODULE,M_新闻学_media-studies
C_R2_3402D3F246,BELONGS_TO_MODULE,M_历史学_world-history
C_R2_35D23E73ED,BELONGS_TO_MODULE,M_新闻学_digital-media
C_R2_3794C50426,BELONGS_TO_MODULE,M_哲学_logic
C_R2_389A558AAB,BELONGS_TO_MODULE,M_历史学_ancient-china
C_R2_38FB2755CE,BELONGS_TO_MODULE,M_金融学_markets
C_R2_39FA3C3532,BELONGS_TO_MODULE,M_经济学_applied
C_R2_3C0905548B,BELONGS_TO_MODULE,M_工商管理_core-management
C_R2_3D53389EC4,BELONGS_TO_MODULE,M_汉语言文学_literary-theory
C_R2_3DS_MAX,BELONGS_TO_MODULE,M_计算机科学与技术_ai-frontier
C_R2_3E1B19B06A,BELONGS_TO_MODULE,M_工商管理_entrepreneurship
C_R2_417586599C,BELONGS_TO_MODULE,M_英语_area-studies
C_R2_41B5662A63,BELONGS_TO_MODULE,M_计算机科学与技术_data-structures
